Geneid	Chr	Start	End	Strand	Length	logFC	logCPM	LR	PValue	FDR	significance
ENSG00000156574	10;10;10;10;10;10	70431936;70432749;70435286;70435286;70441475;70447924	70433088;70433088;70435983;70435983;70441681;70447951	-;-;-;-;-;-	2086	3.789593441765605	2.411111843223767	13.73473894888657	2.1052433999971067e-4	0.01122947947494797	Upregulated
ENSG00000160233	21;21	44455510;44456498	44455655;44462196	+;+	5845	-3.791668489209009	2.0404630994030417	13.730376613377366	2.1101385553509299e-4	0.01122947947494797	Downregulated
ENSG00000188582	3;3;3;3;3;3;3	142949164;142951563;142952791;142952791;142954585;142962207;142962207	142950576;142951806;142952850;142952850;142963674;142962250;142962557	-;-;-;-;-;-;-	10807	3.767487155265642	3.0877042986710648	13.720460085639981	2.1213090059636912e-4	0.01122947947494797	Upregulated
ENSG00000196092	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	36833269;36833269;36833269;36833272;36840172;36840172;36840172;36840551;36840551;36840551;36840551;36840551;36840551;36840551;36840558;36840558;36846843;36846843;36846843;36846843;36846843;36846843;36846843;36846843;36846843;36846843;36882004;36882004;36882004;36882004;36882004;36882004;36882004;36882004;36882004;36922694;36923355;36923355;36923355;36923355;36923355;36923355;36923355;36923355;36923355;36923355;36923355;36930888;36930888;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;36966549;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002648;37002662;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37006473;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37014997;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37020636;37025644;37026533;37033986;37033986;37033986;37033986;37033986;37033986;37033986;37033986;37033986;37033986;37033986;37033986;37033986	36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36840636;36846929;36846929;36846929;36846929;36846929;36846929;36846929;36846929;36846929;36846929;36882105;36882105;36882105;36882105;36882105;36882105;36882105;36882105;36882105;36923484;36923484;36923484;36923484;36923484;36923484;36923484;36923484;36923484;36923484;36923484;36923484;36930944;36930944;36966589;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;36966724;37002752;37002675;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37002776;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37006537;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37015194;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37020801;37025748;37026575;37034031;37034031;37034031;37034031;37034031;37034031;37034031;37034185;37034041;37034041;37034268;37034268;37034268	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9570	-3.8111051792740867	1.398720369044721	13.718317182330956	2.1237306923294142e-4	0.01122947947494797	Downregulated
ENSG00000069018	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	136212745;136213349;136213435;136213435;136213435;136213435;136213435;136216200;136216200;136216200;136216200;136216200;136216200;136216200;136225274;136225274;136225274;136225274;136225274;136225274;136225274;136226034;136226034;136226034;136226034;136226034;136226034;136226034;136231354;136231354;136231354;136231354;136231354;136231354;136247471;136247471;136247471;136247471;136247471;136247471;136251649;136251649;136251649;136251649;136251649;136251649;136266220;136266220;136266220;136266220;136266220;136274657;136274673;136274673;136315597;136315597;136315597;136356608;136356608;136356608;136356608;136356608;136356608;136365253;136365253;136365253;136365253;136365253;136365253	136213604;136213604;136213604;136213604;136213604;136213604;136213604;136216275;136216275;136216275;136216275;136216275;136216275;136216275;136225354;136225354;136225354;136225354;136225354;136225354;136225354;136226255;136226255;136226255;136226255;136226255;136226255;136226437;136231549;136231549;136231549;136231549;136231549;136231549;136247735;136247735;136247735;136247735;136247735;136247735;136251882;136251882;136251882;136251882;136251882;136251882;136266436;136266436;136266436;136266436;136266436;136274837;136274837;136274837;136315779;136315779;136315779;136357385;136357385;136357385;136357385;136357385;136357385;136365545;136365537;136365537;136365476;136365254;136365545	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3768	4.875953362863559	-1.4475886196470311	13.714248447592182	2.1283364209495465e-4	0.01122947947494797	Upregulated
ENSG00000231156	2;2	45013214;45013474	45013385;45013668	-;-	367	-4.167223417046014	-0.6513994427657018	13.712478829259819	2.1303427336232344e-4	0.01122947947494797	Downregulated
ENSG00000285675	8;8	10118005;10146965	10119586;10147478	-;-	2096	4.8865005919622835	-1.4496892552187695	13.710077423341813	2.1330683861338465e-4	0.01122947947494797	Upregulated
ENSG00000242766	2;2	90082635;90082996	90082870;90083291	+;+	532	-5.752264335474317	-2.3620358838617004	13.699524365821386	2.1450880656814704e-4	0.01122947947494797	Downregulated
ENSG00000211958	14;14	106410493;106410898	106410794;106411021	-;-	426	-5.752264335474317	-2.3620358838617004	13.699524365821386	2.1450880656814704e-4	0.01122947947494797	Downregulated
ENSG00000280411	14;14	106762092;106762485	106762398;106762588	-;-	411	-5.752264335474317	-2.3620358838617004	13.699524365821386	2.1450880656814704e-4	0.01122947947494797	Downregulated
ENSG00000197476	16	31962063	31962381	+	319	-5.752264335474317	-2.3620358838617004	13.699524365821386	2.1450880656814704e-4	0.01122947947494797	Downregulated
ENSG00000271130	16;16	33009175;33009318	33009220;33009620	+;+	349	-5.752264335474317	-2.3620358838617004	13.699524365821386	2.1450880656814704e-4	0.01122947947494797	Downregulated
ENSG00000293305	Y;Y;Y;Y;Y;Y;Y;Y	8068445;8069877;8076990;8076990;8111850;8111850;8126058;8126084	8070117;8070117;8077174;8077174;8111964;8111964;8126247;8126293	-;-;-;-;-;-;-;-	2209	-5.752264335474317	-2.3620358838617004	13.699524365821386	2.1450880656814704e-4	0.01122947947494797	Downregulated
ENSG00000165985	10;10	16513734;16520478	16514707;16521879	-;-	2376	4.159558469265254	-0.3694962693812404	13.682925680410055	2.1641318088172156e-4	0.011309297226182175	Upregulated
ENSG00000237766	12	67265842	67266966	-	1125	3.8088783927798233	1.8993857979000555	13.674649028677138	2.173691203095856e-4	0.011339358995904774	Upregulated
ENSG00000180875	1;1	240489573;240611884	240493476;240612155	-;-	4176	3.972191830278591	0.4319963616803127	13.664263497701324	2.185746530388976e-4	0.011382313269352523	Upregulated
ENSG00000111799	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	75084326;75084326;75084366;75084366;75086471;75086547;75087190;75087577;75087577;75087577;75087577;75087577;75087577;75089106;75089106;75089106;75089106;75089106;75089106;75089160;75090110;75090110;75090110;75090110;75090110;75090110;75090110;75091323;75091323;75091323;75091323;75091323;75091323;75091490;75091490;75091490;75091490;75091490;75091490;75095108;75095108;75095108;75095108;75095108;75095108;75097253;75097253;75097253;75097253;75097253;75097260;75101600;75101600;75101600;75101600;75101600;75101600;75101828;75101999;75101999;75101999;75101999;75101999;75102597;75102597;75102597;75102597;75102597;75103757;75103757;75103757;75103757;75103757;75105206;75105206;75105206;75105206;75105206;75106419;75106419;75106419;75106419;75109018;75109018;75109018;75109018;75113022;75113204;75113204;75113204;75113204;75113204;75113602;75113602;75113602;75113602;75113602;75113602;75115784;75115784;75115784;75115784;75115784;75115784;75116019;75116019;75116019;75116019;75116019;75116019;75117382;75117382;75117382;75117382;75117382;75117382;75119043;75119043;75119043;75119043;75119043;75119043;75119350;75119350;75119350;75119350;75119350;75121302;75121302;75121302;75121302;75123330;75123330;75123330;75123330;75123948;75123948;75123948;75123948;75124255;75124255;75124255;75124255;75125127;75125127;75125127;75125127;75126351;75126351;75126351;75126351;75128296;75128296;75128296;75128296;75130091;75130091;75130091;75130091;75130852;75130852;75130852;75130852;75131940;75131940;75131940;75131940;75133293;75133293;75133293;75133293;75133376;75133858;75133858;75133858;75133858;75133858;75134726;75134726;75134726;75134726;75134726;75137437;75137437;75137437;75137437;75137437;75138320;75138320;75138320;75138320;75138448;75138448;75138448;75138448;75138448;75138822;75138822;75138822;75138822;75138822;75142032;75142032;75142032;75142032;75142032;75143204;75143252;75143252;75143252;75143252;75143252;75145326;75145326;75145326;75145326;75145326;75145326;75146102;75146102;75146102;75146102;75146102;75146102;75147675;75147675;75147675;75147675;75147675;75148358;75148358;75148358;75148358;75148358;75151141;75151141;75151141;75151141;75151141;75151867;75151867;75151867;75151867;75151867;75152131;75152131;75152131;75152131;75152131;75152333;75152333;75152333;75152333;75154416;75154416;75154416;75155662;75155662;75155662;75156257;75156257;75156257;75165507;75165507;75165507;75175038;75175038;75175038;75177652;75177663;75177663;75177663;75180939;75180939;75180939;75180939;75183050;75183050;75183050;75183050;75183854;75183854;75183854;75183854;75188362;75188362;75188362;75188362;75189217;75189217;75189217;75189552;75189552;75189552;75191701;75191701;75191701;75192212;75192212;75192212;75194831;75194831;75194831;75197506;75202720;75202720;75202720;75202720;75205777;75205777;75205777;75205777	75086557;75085365;75086557;75086557;75086557;75086557;75087747;75087747;75087747;75088540;75087747;75087747;75087747;75089174;75089174;75089174;75089174;75089174;75089174;75089174;75090298;75090298;75090298;75090298;75090459;75090298;75090298;75091389;75091389;75091389;75091389;75091389;75091389;75091525;75091525;75091525;75091525;75091525;75091525;75095179;75095174;75095179;75095179;75095179;75095179;75097306;75097306;75097306;75097306;75097306;75097306;75101653;75101653;75101653;75101653;75101653;75101653;75101911;75102052;75102052;75102052;75102052;75102052;75102692;75102692;75102692;75102692;75102692;75103810;75103810;75103810;75103810;75103810;75105292;75105292;75105292;75105292;75105292;75106496;75106496;75106496;75106496;75109167;75109167;75109167;75109167;75113313;75113313;75113313;75113313;75113313;75113313;75113744;75113744;75113744;75113744;75113744;75113744;75115922;75115922;75115922;75115922;75115922;75115922;75116057;75116057;75116057;75116057;75116057;75116057;75117546;75117546;75117546;75117546;75117546;75117546;75119058;75119186;75119186;75119186;75119186;75119186;75119473;75119473;75119473;75119473;75119473;75121441;75121441;75121441;75121441;75123404;75123404;75123404;75123404;75124094;75124094;75124094;75124094;75124371;75124371;75124371;75124371;75125273;75125273;75125273;75125273;75126470;75126470;75126470;75126470;75128425;75128425;75128425;75128425;75130233;75130233;75130233;75130233;75130981;75130981;75130981;75130981;75132082;75132082;75132082;75132082;75133422;75133422;75133422;75133422;75133422;75133997;75133997;75133997;75133997;75133997;75134855;75134855;75134855;75134855;75134855;75137579;75137579;75137579;75137579;75137579;75138340;75138340;75138340;75138340;75138580;75138580;75138580;75138580;75138580;75138961;75138961;75138961;75138961;75138961;75142161;75142161;75142161;75142161;75142161;75143388;75143388;75143388;75143388;75143388;75143388;75145455;75145455;75145455;75145455;75145455;75145455;75146285;75146244;75146244;75146244;75146244;75146244;75147804;75147804;75147804;75147804;75147804;75148497;75148497;75148497;75148497;75148497;75151287;75151287;75151287;75151287;75151287;75152031;75152031;75152031;75152031;75152031;75152189;75152250;75152250;75152250;75152250;75152482;75152482;75152482;75152482;75154537;75154537;75154537;75155854;75155854;75155854;75156523;75156523;75156523;75165779;75165779;75165779;75175310;75175310;75175310;75177935;75177935;75177935;75177935;75181211;75181211;75181211;75181211;75183652;75183652;75183652;75183652;75184144;75184144;75184144;75184144;75188464;75188535;75188535;75188535;75189381;75189381;75189381;75189815;75189815;75189815;75191760;75191760;75191760;75192355;75192355;75192355;75194947;75194947;75194947;75202827;75202827;75202792;75202827;75202827;75206267;75205822;75205851;75206053	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	18860	-3.7256175978114863	6.054449956247705	13.65397024776475	2.1977612125956338e-4	0.011424906324535104	Downregulated
ENSG00000139915	14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14	46840092;46841785;46845766;46845766;46855024;46855024;46870938;46873334;46873433;46873433;46873433;46873919;46874045;46874045;46874045;46874045;46877489;46877489;46877489;46882044;46882044;46882044;46882044;46882044;46920012;46920012;46920012;46920012;46957374;46957374;46957374;47035011;47035011;47035011;47035189;47058600;47059195;47061249;47061249;47061249;47061249;47061249;47096854;47096854;47096854;47096854;47096854;47131714;47131714;47131714;47131714;47131714;47144078;47144078;47144078;47144078;47218021;47218021;47218021;47218021;47218055;47299347;47301411;47301411;47301411;47301411;47301411;47301411;47305231;47306077;47342942;47343098;47343098;47343098;47626339;47674517	46842019;46842019;46845871;46845871;46855154;46855154;46871960;46873591;46873591;46873591;46873591;46874200;46874200;46874200;46874200;46874200;46877509;46877509;46877509;46882221;46882221;46882222;46882221;46882221;46920174;46920160;46920160;46920160;46957643;46957643;46957643;47035278;47035304;47035304;47035304;47058996;47059380;47061578;47061578;47061578;47061578;47061578;47097123;47097039;47097123;47097123;47097123;47131846;47131838;47131846;47131846;47131846;47144274;47144274;47144274;47144274;47218190;47218195;47218195;47218195;47218195;47299539;47301550;47301550;47301550;47301550;47301550;47301550;47305323;47306142;47343234;47343116;47343192;47343118;47626525;47675605	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8404	-3.802349738396521	1.5281672445811587	13.643886349658423	2.209596059687271e-4	0.011466417740401523	Downregulated
ENSG00000106809	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	92383268;92383967;92386201;92386201;92389641;92389854;92389854;92389854;92393086;92393086;92393086;92393086;92401092;92401092;92401092;92403234;92403234;92403234;92404496;92404496;92404496	92385790;92385790;92386296;92386296;92390056;92390056;92390056;92390056;92393244;92393152;92393244;92393244;92401185;92401185;92401185;92403401;92403764;92403482;92404696;92404559;92404578	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4020	-3.8379579467319633	1.193702008093852	13.638990011989083	2.2153657274993834e-4	0.01147636503043898	Downregulated
ENSG00000153347	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	95391366;95392794;95392812;95392822;95392826;95392832;95392844;95392852;95396111;95396111;95396111;95396111;95396111;95396111;95396111;95396604;95406121;95410755;95413947;95413947;95413947;95413984;95414086;95420284;95420284;95420284;95420284;95424050;95428603;95428603;95428603;95428603;95428603;95428679;95436800;95436800;95436800;95436800;95436800;95446562;95446562;95446562;95448269;95448269;95448269;95448269;95448721;95450149;95450149;95450149;95450149	95391513;95392897;95392897;95392897;95392897;95392897;95392897;95392897;95396175;95396175;95396175;95396175;95396175;95396175;95396175;95397060;95406308;95410810;95414190;95414190;95414190;95414190;95414190;95420402;95420402;95420402;95420402;95424190;95428732;95428732;95428732;95428732;95428732;95428732;95436906;95436906;95436906;95436804;95436906;95446689;95446697;95446697;95448464;95448464;95448464;95448464;95448796;95450441;95450454;95450385;95450441	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2473	-3.8222075615570827	1.1018783503960246	13.630488895035796	2.2254192200819878e-4	0.011508430956351071	Downregulated
ENSG00000227300	17;17;17;17;17;17;17;17	16829999;16830254;16830395;16830918;16831133;16831408;16831702;16832221	16830093;16830300;16830615;16831043;16831293;16831564;16831784;16832753	-;-;-;-;-;-;-;-	1423	5.95486147873734	-2.1721094577890456	13.596810839106414	2.2657010555569306e-4	0.0116964362810874	Upregulated
ENSG00000211946	14;14	106210936;106211346	106211242;106211453	-;-	415	-4.091126793719821	-0.6283185425335284	13.592179374345687	2.271297856961526e-4	0.011705043125486673	Downregulated
ENSG00000227117	22;22;22;22;22;22;22;22;22;22;22	30008742;30018617;30018632;30040177;30047625;30050461;30050461;30050461;30080128;30080128;30080128	30009196;30018729;30018729;30040278;30047911;30050589;30050589;30050589;30080230;30080480;30080438	-;-;-;-;-;-;-;-;-;-;-	1439	-3.851208732862604	0.6595261624977838	13.586159574507626	2.2785931911631656e-4	0.011722358443035789	Downregulated
ENSG00000234373	9	33576380	33577014	+	635	-4.813674266852063	-1.7342491005199299	13.579954612088514	2.2861376360342782e-4	0.011731501558455636	Downregulated
ENSG00000106236	7;7;7;7;7;7;7;7	98617285;98619643;98619667;98624922;98624922;98627165;98627165;98628402	98617887;98619859;98620175;98625166;98625166;98627253;98627344;98629869	+;+;+;+;+;+;+;+	3029	3.712281655860752	6.52322937876319	13.573592219483047	2.293899634817108e-4	0.011731501558455636	Upregulated
ENSG00000279388	12	131478844	131483034	-	4191	4.137601002988915	-0.33120308601572285	13.571006430401464	2.2970618333441342e-4	0.011731501558455636	Upregulated
ENSG00000240864	2;2	89099859;89100280	89100154;89100361	-;-	378	-3.907562176229755	0.14668047882119037	13.57041561601418	2.297784964997951e-4	0.011731501558455636	Downregulated
ENSG00000241755	2;2	89009982;89010403	89010277;89010515	-;-	409	-3.8133519078188733	0.9615934900770238	13.566672240609378	2.3023720313460335e-4	0.011731501558455636	Downregulated
ENSG00000172005	2;2;2;2;2;2;2;2;2;2;2;2;2;2	95025677;95025708;95025793;95025793;95025793;95044296;95047959;95047959;95049581;95049581;95053381;95053381;95053381;95053381	95025885;95025885;95025885;95025885;95025885;95044633;95048126;95048126;95049706;95049706;95053992;95053992;95053992;95053992	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1453	-3.7222880509573755	4.067041688146177	13.563422348791612	2.3063618740680616e-4	0.011731501558455636	Downregulated
ENSG00000253159	5;5;5;5;5	141430507;141430589;141494807;141505393;141510947	141433183;141433222;141494865;141505481;141512975	+;+;+;+;+	4893	-3.7210943945381616	4.117255356565894	13.56213872670165	2.3079396761187775e-4	0.011731501558455636	Downregulated
ENSG00000168143	6;6;6;6;6	54846771;54870187;54926371;54927508;54939706	54846826;54870690;54926535;54927632;54945099	+;+;+;+;+	6244	-5.702197436735047	-2.385303347514924	13.557477604206621	2.3136781841384706e-4	0.011740635787211691	Downregulated
ENSG00000288002	5;5	8207019;8366177	8209844;8366437	-;-	3087	3.8621355973023337	1.0253201699367591	13.552525879044406	2.3197902173947203e-4	0.011751631157404173	Upregulated
ENSG00000223504	6;6	68055351;68060096	68055435;68060502	+;+	492	-4.820327137711828	-1.7389187305949483	13.546105136604293	2.3277397276653047e-4	0.01177188170933216	Downregulated
ENSG00000232177	X	126472885	126473281	+	397	-3.8021057727362213	1.2615078122858094	13.519417530659373	2.3610768751148984e-4	0.01192023675916059	Downregulated
ENSG00000181234	12;12;12;12;12;12;12;12;12	128267170;128414732;128543957;128616152;128669417;128693829;128695830;128697224;128705090	128267487;128415620;128544103;128616335;128669560;128694034;128696103;128697415;128707911	+;+;+;+;+;+;+;+;+	5176	-3.7139469898980138	3.818192146762405	13.504668200793954	2.3797071887154796e-4	0.011993965825764464	Downregulated
ENSG00000204291	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	98943179;98943639;98943907;98943955;98944162;98944162;98944162;98985565;98985565;98987294;98989178;98996934;99000839;99003453;99004898;99015417;99015976;99020389;99022091;99023357;99024874;99025904;99034549;99035014;99035350;99036170;99036313;99038668;99038673;99040521;99040521;99040704;99042045;99044568;99044735;99047786;99047941;99049690;99049854;99052388;99054576;99055102;99055262;99056260;99059889;99061971;99062245;99063050;99066882;99068555;99069673	98943309;98944072;98944072;98944072;98944250;98944250;98944188;98986112;98986453;98987368;98989258;98997081;99000951;99003587;99005050;99015566;99016119;99020442;99022150;99023449;99024999;99025966;99034584;99035154;99035418;99036205;99036396;99038733;99038733;99040556;99040556;99041377;99042107;99044636;99044770;99047839;99048000;99049758;99049895;99052433;99054656;99055151;99055372;99056404;99059953;99062099;99062304;99063109;99067067;99068670;99070787	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6637	-3.70292884586286	4.853019977896912	13.48960391064999	2.3988882779212047e-4	0.01207021708352009	Downregulated
ENSG00000230432	2;2;2	219299002;219300375;219303997	219299128;219300424;219304130	+;+;+	311	4.8390596456708	-1.519171677284314	13.482200561735425	2.4083718534349368e-4	0.012097499561259101	Upregulated
ENSG00000091583	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	66212033;66212039;66214453;66216788;66216788;66216791;66220554;66220554;66220554;66220614;66223698;66223698;66223698;66226028;66226028;66226028;66228020;66228020;66228020;66228607;66229316;66229316;66256406	66212188;66212188;66214650;66216967;66216967;66216967;66220742;66220630;66220742;66220742;66223774;66223774;66223774;66226124;66226124;66226124;66228196;66228196;66228196;66228637;66229422;66229415;66256525	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1332	-4.31312913141218	-1.1991034505642963	13.470386818756687	2.4235833902473233e-4	0.012153413879679633	Downregulated
ENSG00000171951	2;2;2;2;2;2;2	223596940;223598851;223598906;223602142;223602142;223602285;223602285	223599296;223599296;223599296;223602217;223602284;223602361;223602361	-;-;-;-;-;-;-	2577	3.6892587670615855	7.05532006805943	13.440749684706061	2.4621721088452877e-4	0.012308979928067558	Upregulated
ENSG00000157219	7;7;7;7;7;7;7	155070324;155071427;155072193;155077138;155084155;155084155;155084155	155071640;155071640;155072441;155077234;155085771;155084615;155087392	+;+;+;+;+;+;+	4901	4.838001127453817	-1.52556371206267	13.440217707531348	2.462870392160427e-4	0.012308979928067558	Upregulated
ENSG00000290319	7;7	129780410;129783068	129780571;129783855	+;+	950	5.924093420815926	-2.1962547428065573	13.396511984135557	2.520926477665024e-4	0.012578029646601017	Upregulated
ENSG00000277738	12	91634887	91635644	+	758	-4.7746729302085384	-1.7615282967659918	13.371173066699356	2.5552148305066217e-4	0.012727789992692431	Downregulated
